	AT1G32500	0.047584358	0.042858658	0.012285878	0	0.011309909	0	0.018305695	0	0.023053778	0.000181511					
	AT3G14420	0.084411003	0.101956965	0.015364408	0.056745722	0.016756222	0.03717236	0.09951479	0.015491717	0.317562769	0.015637733					
	AT2G18790	0.339547153	0.35355935	0.280157975	0.305580088	0.220552489	0.221007108	0.204302005	0.203555838	0.186381615	0.169642473					
	AT1G16880	0.226782337	0.393845977	0.189575173	0.256470278	0.230823827	0.235467285	0.259552608	0.248152094	0.256156774	0.273622399					
	AT5G53170	0	0	0	0	0	0	0	0	0	0					
	AT2G29180	0.083982591	0.080004871	0.129922968	0.066643844	0.187118475	0.086397141	0.228526929	0.106391038	0.266612921	0.130924879					
																
	NO.9	term_id:5583	"annotation_gene:['AT3G56040', 'AT5G08540', 'AT1G71500', 'AT1G79040', 'AT2G26550', 'AT1G44575', 'AT1G65230']"	time_point:52--61												
Phi2	Gene	52	53	54	55	56	57	58	59	60	61					
	AT3G56040	-0.078737465	-0.156634019	-0.101878528	-0.185989229	-0.134951551	-0.18674074	-0.146309425	-0.174758086	-0.1652573	-0.155459292					
	AT5G08540	-0.009905706	-0.014214772	-0.012591541	-0.016071207	-0.013492271	-0.012967555	-0.017255194	-0.013820338	-0.0221078	-0.028629919					
	AT1G71500	-0.071706523	-0.07677849	-0.059924262	-0.064735515	-0.063271524	-0.033654092	-0.055036256	-0.005858022	-0.058623339	0.007770247					
	AT1G79040	-0.101959966	-0.186389978	-0.122375109	-0.207837075	-0.14757119	-0.210378969	-0.167788414	-0.17748715	-0.189643794	-0.157844637					
	AT2G26550	-0.184786904	-0.256629954	-0.196458498	-0.30229119	-0.222919089	-0.329294738	-0.245228447	-0.324384437	-0.282875073	-0.339029802					
	AT1G44575	-0.047809912	-0.054125916	-0.052237914	-0.050305967	-0.058253636	-0.037263148	-0.062246546	-0.018265632	-0.064011622	0.009270313					
	AT1G65230	-0.102728777	-0.160122701	-0.109841289	-0.177962234	-0.116909253	-0.199248722	-0.121916136	-0.18013115	-0.133379642	-0.194005997					
QESV	Gene	52	53	54	55	56	57	58	59	60	61					
	AT3G56040	-0.02342632	-0.171090562	-0.019389736	-0.459197733	-0.073368703	-0.734173907	-0.123043147	-0.904994468	-0.215734351	-0.987455474					
	AT5G08540	-0.135341606	-0.225181095	-0.213318364	-0.155080565	-0.209408694	-0.080282262	-0.181486995	-0.077461523	-0.161531041	-0.051946083					
	AT1G71500	-0.016216428	-0.160942464	-0.030273653	-0.42397007	-0.052280617	-0.617357442	-0.124638741	-0.700520497	-0.236269704	-0.719949141					
	AT1G79040	-0.072961124	-0.288560143	-0.103565785	-0.601326279	-0.146714077	-0.899447105	-0.222453	-1.115272643	-0.345811581	-1.23358598					
	AT2G26550	-0.213209709	-0.064165777	-0.196513054	-0.067146132	-0.129747798	-0.140854013	-0.08742031	-0.201820913	-0.034831024	-0.240287538					
	AT1G44575	-0.020233898	-0.249325003	-0.033154116	-0.481116664	-0.05055452	-0.757107252	-0.091799701	-0.984376984	-0.174746496	-1.156067115					
	AT1G65230	-0.059484086	-0.197841288	-0.078107218	-0.408214295	-0.092907355	-0.561605069	-0.130645378	-0.619949427	-0.195330151	-0.610291205					
QI	Gene	52	53	54	55	56	57	58	59	60	61					
	AT3G56040	0.029742096	0	0.008724017	0	0.002908643	0	0	0	0	0					
	AT5G08540	0.037932221	0.030008053	0.043661978	0.037754937	0.046315474	0.050761839	0.055137532	0.069639432	0.058991344	0.070027686					
	AT1G71500	0	0	0	0	0	0	0	0	0	0					
	AT1G79040	0	0	0	0	0	0	0	0	0	0					
	AT2G26550	0	0	0	0	0	0	0	0.034451404	0	0.104867626					
	AT1G44575	0	0.052197741	0.008179399	0.087120091	0.022752058	0.113868866	0.054836476	0.115523281	0.094238223	0.099415377					
	AT1G65230	0.031051234	0.004283435	0.015625824	0.017209105	0.006828159	0.013714023	0.013440512	0.008503341	0.015497361	0.004750405					
																
	NO.10	term_id:106652	"annotation_gene:['AT1G80380', 'AT1G03160', 'AT1G67700', 'AT2G30695', 'AT4G33010', 'AT5G42270', 'AT1G14345']"	time_point:71--80												
Phi2	Gene	71	72	73	74	75	76	77	78	79	80					
	AT1G80380	-0.147593965	-0.096707757	-0.151020618	-0.095195795	-0.160192699	-0.101487567	-0.180283675	-0.105322633	-0.164789866	-0.098563811					
	AT1G03160	-0.226670886	-0.150934283	-0.230670303	-0.149711078	-0.234588502	-0.139130659	-0.191435455	-0.150062594	-0.22024995	-0.148829148					
	AT1G67700	-0.118157142	-0.067107277	-0.11982364	-0.066825238	-0.110611681	-0.067294023		-0.078913743	-0.131745956	-0.077281047					
	AT2G30695	-0.28119166	-0.075703426	-0.286647796	-0.083506279	-0.288028451	-0.085619215	-0.298322405	-0.089532489	-0.301278464	-0.091358984					
	AT4G33010	-0.189971278	-0.173401304	-0.179644574	-0.176423262	-0.176348872	-0.184639542	-0.182565658	-0.190831283	-0.190205301	-0.198844541					
	AT5G42270	-0.166939187	-0.390866637	-0.205145328	-0.100756696	-0.204733932	-0.163413878	-0.211136162	-0.206922059	-0.237382237	-0.224392085					
	AT1G14345	-0.205768054	-0.120525806	-0.28215594	-0.093060075	-0.149825789	-0.119486435	-0.151960108	-0.1010434	-0.23913942	-0.106686264					
QESV	Gene	71	72	73	74	75	76	77	78	79	80					
	AT1G80380	0.029487311	0.33902483	0.031891693	0.320252585	0.033468537	0.338769165	0.0278109	0.348044347	0.028392099	0.36303502					
	AT1G03160	-0.089947816	0.090025124	-0.079584502	0.081363835	-0.075328133	0.085113413	-0.093712356	0.094079022	-0.087631612	0.107768863					
	AT1G67700	-0.00153428	0.218032937	0.000228696	0.221512085	-0.007939004	0.217736765		0.224611665	-0.001086729	0.229627642					
	AT2G30695	0.08108991	0.19316028	0.07354989	0.207057201	0.063520243	0.200127497	0.073074476	0.201778972	0.06117146	0.21047605					
	AT4G33010	-0.003719408	0.371398349	-0.003874735	0.358021759	-0.012179056	0.352747091	-0.023371047	0.358615108	-0.023566147	0.378522631					
	AT5G42270	-0.012328505	0.288787417	0.070184944	0.319697905	-0.006488905	0.346445862	-0.018406056	0.358225427	0.07336268	0.374826421					
	AT1G14345	-0.038238821	0.157384682	-0.035901472	0.138161626	-0.037059772	0.151773712	-0.04529447	0.146213673	-0.036671638	0.166196568					
QI	Gene	71	72	73	74	75	76	77	78	79	80					
	AT1G80380	0.259052779	0.120523833	0.240281603	0.128590193	0.242224023	0.121541747	0.221642688	0.125922252	0.234166379	0.112076158					
	AT1G03160	0.19776644	0.112976297	0.198017665	0.130726446	0.204145378	0.137578748	0.204577537	0.144220133	0.211257163	0.144220458					
	AT1G67700	0.216910009	0.13087109	0.213818239	0.140249696	0.22168902	0.141899104	0.223200553	0.135797474	0.234255398	0.129958645					
	AT2G30695	0.154340827	0.004556069	0.145297573	0.007949738	0.135236449	0.000419077	0.123405054	0.002025436	0.125757794	0.00312589					
	AT4G33010	0.33948344	0.149872503	0.322676572	0.16105063	0.314763455	0.161404882	0.330194193	0.178301386	0.34780929	0.178719675					
	AT5G42270	0.251362489	0.212073467	0.271763459	0.237994493	0.323634474	0.278349294	0.365302274	0.309486916	0.375007295	0.358033787					
	AT1G14345	0.226367115	0.187654067	0.224948859	0.193160287	0.212110438	0.204398195	0.229536681	0.205943133	0.231321515	0.194322528					
																
	NO.11	term_id:93115	"annotation_gene:['AT1G03160', 'AT1G67700', 'AT1G80380', 'AT1G14345', 'AT5G42270', 'AT2G30695']"	time_point:69--78												
Phi2	Gene	69	70	71	72	73	74	75	76	77	78					
	AT1G03160	-0.203335466	-0.15226502	-0.226670886	-0.150934283	-0.230670303	-0.149711078	-0.234588502	-0.139130659	-0.191435455	-0.150062594					
	AT1G67700	-0.147817543	-0.061798822	-0.118157142	-0.067107277	-0.11982364	-0.066825238	-0.110611681	-0.067294023		-0.078913743					
	AT1G80380	-0.131999721	-0.085768543	-0.147593965	-0.096707757	-0.151020618	-0.095195795	-0.160192699	-0.101487567	-0.180283675	-0.105322633					
	AT1G14345	-0.174359608	-0.105873346	-0.205768054	-0.120525806	-0.28215594	-0.093060075	-0.149825789	-0.119486435	-0.151960108	-0.1010434					
	AT5G42270	-0.110995372	-0.26824949	-0.166939187	-0.390866637	-0.205145328	-0.100756696	-0.204733932	-0.163413878	-0.211136162	-0.206922059					
	AT2G30695	-0.280101196	-0.087001006	-0.28119166	-0.075703426	-0.286647796	-0.083506279	-0.288028451	-0.085619215	-0.298322405	-0.089532489					
QESV	Gene	69	70	71	72	73	74	75	76	77	78					
	AT1G03160	-0.08108126	0.079985075	-0.089947816	0.090025124	-0.079584502	0.081363835	-0.075328133	0.085113413	-0.093712356	0.094079022					
	AT1G67700	0.0077923	0.223447304	-0.00153428	0.218032937	0.000228696	0.221512085	-0.007939004	0.217736765		0.224611665					
	AT1G80380	0.041506695	0.321513572	0.029487311	0.33902483	0.031891693	0.320252585	0.033468537	0.338769165	0.0278109	0.348044347					
	AT1G14345	-0.029949987	0.145072897	-0.038238821	0.157384682	-0.035901472	0.138161626	-0.037059772	0.151773712	-0.04529447	0.146213673					
	AT5G42270	-0.002712507	0.276049871	-0.012328505	0.288787417	0.070184944	0.319697905	-0.006488905	0.346445862	-0.018406056	0.358225427					
	AT2G30695	0.099799203	0.198614698	0.08108991	0.19316028	0.07354989	0.207057201	0.063520243	0.200127497	0.073074476	0.201778972					
QI	Gene	69	70	71	72	73	74	75	76	77	78					
	AT1G03160	0.193876213	0.117519226	0.19776644	0.112976297	0.198017665	0.130726446	0.204145378	0.137578748	0.204577537	0.144220133					
	AT1G67700	0.206626611	0.126312525	0.216910009	0.13087109	0.213818239	0.140249696	0.22168902	0.141899104	0.223200553	0.135797474					
	AT1G80380	0.274039127	0.131416601	0.259052779	0.120523833	0.240281603	0.128590193	0.242224023	0.121541747	0.221642688	0.125922252					
	AT1G14345	0.208986619	0.187877354	0.226367115	0.187654067	0.224948859	0.193160287	0.212110438	0.204398195	0.229536681	0.205943133					
	AT5G42270	0.222291786	0.173287227	0.251362489	0.212073467	0.271763459	0.237994493	0.323634474	0.278349294	0.365302274	0.309486916					
	AT2G30695	0.15742525	0.006559516	0.154340827	0.004556069	0.145297573	0.007949738	0.135236449	0.000419077	0.123405054	0.002025436					
																
	NO.12	term_id:1998	"annotation_gene:['AT1G32500', 'AT2G29180', 'AT3G08920', 'AT3G14420', 'AT4G33010', 'AT5G53170']"	time_point:50--60												
Phi2	Gene	50	51	52	53	54	55	56	57	58	59	60				
	AT1G32500	-0.254312684	-0.329016344	-0.288660253	-0.3839016	-0.315325864	-0.427409732	-0.352211019	-0.479116264	-0.369172526	-0.492909146	-0.386090721				
	AT2G29180	-0.162896226	-0.166149921	-0.1713603	-0.174654247	-0.184788553	-0.194597818	-0.191745555	-0.211207108	-0.209321295	-0.202056834	-0.220316536				
	AT3G08920	-0.025333366	-0.036315385	-0.030833204	-0.064604777	-0.040415875	-0.088215043	-0.051801518	-0.10772018	-0.060630443	-0.128346299	-0.08220804				
	AT3G14420	-0.071367662	-0.086757803	-0.071230779	-0.087513753	-0.069827744	-0.121453826	-0.070850228	-0.179678996	-0.073230892	-0.236308661	-0.096038793				
	AT4G33010	-0.052758825	-0.06920112	-0.060289148	-0.110056004	-0.065513572	-0.173547585	-0.073109191	-0.201350873	-0.081285831	-0.199204882	-0.104805163				
	AT5G53170	-0.015125696	-0.017581912	-0.022422195	-0.036905638	-0.023770169	-0.054541607	-0.030364352	-0.083977569	-0.038345771	-0.109721635	-0.048162696				
QESV	Gene	50	51	52	53	54	55	56	57	58	59	60				
	AT1G32500	0.035655598	0.137317659	0.053221957	0.136561747	0.067618056	0.024699778	0.117038023	-0.11252316	0.153515753	-0.205725966	0.163288859				
	AT2G29180	-0.009118428	0.081162434	0.013776541	0.158767539	0.038843327	0.194832216	0.083857558	0.175408092	0.13493919	0.135253814	0.17641609				
	AT3G08920	0.033568552	0.153729001	0.082138568	0.262304272	0.193551936	0.244416819	0.296842372	0.199880075	0.341378085	0.142023342	0.350902165				
	AT3G14420	0.04722716	0.044158037	0.02011258	0.082189065	0.014490555	0.265244191	0.051319805	0.339015886	0.113293736	0.315167928	0.263028388				
	AT4G33010	0.00622206	0.145886188	0.018100565	0.454290349	0.065674505	0.61023193	0.170374924	0.491998735	0.284897131	0.341264597	0.399073143				
	AT5G53170	0.011701528	0.036480674	0.034489832	0.031003636	0.026037771	-0.028830175	0.013511338	-0.073195318	-0.007816627	-0.080234817	-0.01987182				
QI	Gene	50	51	52	53	54	55	56	57	58	59	60				
	AT1G32500	0.138388262	0.047584358	0.042858658	0.012285878	0	0.011309909	0	0.018305695	0	0.023053778	0.000181511				
	AT2G29180	0.093852533	0.083982591	0.080004871	0.129922968	0.066643844	0.187118475	0.086397141	0.228526929	0.106391038	0.266612921	0.130924879				
	AT3G08920	0.138970378	0.017387308	0.093104449	0.003509338	0.034129807	0.011551307	0.010809992	0.017582719	0.007908243	0.02851432	0.006962685				
	AT3G14420	0.166535568	0.084411003	0.101956965	0.015364408	0.056745722	0.016756222	0.03717236	0.09951479	0.015491717	0.317562769	0.015637733				
	AT4G33010	0.177496599	0.017784469	0.047881747	0	0.009040313	0.026040616	0.00295164	0.08600948	0	0.214174486	0.006022594				
	AT5G53170	0	0	0	0	0	0	0	0	0	0	0				
